,NPGA/90,G/90,G,G+A/90,Pens,player,NPG/90,minutes,A,season,NPG,NPGA
4391,0.44,0.29,6,0.49,1,Andreas Ivanschitz,0.25,1835,4,2009-2010,5,9
4392,0,0,0,0,0,Adam Jabiri,0,21,0,2009-2010,0,0
4393,0.05,0,0,0.05,0,Jonathan Jäger,0,1698,1,2009-2010,0,1
4394,0,0,0,0,0,Christoph Janker,0,705,0,2009-2010,0,0
4395,0.58,0.39,6,0.58,0,Marcell Jansen,0.39,1392,3,2009-2010,6,9
4396,0,0,0,0,0,Tony Jantschke,0,258,0,2009-2010,0,0
4397,0.16,0.03,1,0.16,0,David Jarolím,0.03,2888,4,2009-2010,1,5
4398,0,0,0,0,0,Jean-Sébastien Jaurès,0,1338,0,2009-2010,0,0
4399,0.17,0,0,0.17,0,Daniel Jensen,0,524,1,2009-2010,0,1
4400,0,0,0,0,0,Andreas Johansson,0,855,0,2009-2010,0,0
4401,0.18,0.18,1,0.18,0,Fabian Johnson,0.18,495,0,2009-2010,1,1
4402,0.03,0.03,1,0.03,0,Josué,0.03,2696,0,2009-2010,1,1
4403,0,0,0,0,0,Juri Judt,0,908,0,2009-2010,0,0
4404,0.08,0.08,1,0.08,0,Sebastian Jung,0.08,1099,0,2009-2010,1,1
4405,0,0,0,0,0,Hao Junmin,0,438,0,2009-2010,0,0
4406,0.23,0.17,3,0.23,0,Gojko Kačar,0.17,1551,1,2009-2010,3,4
4407,0.05,0.05,1,0.05,0,Michal Kadlec,0.05,1706,0,2009-2010,1,1
4408,0,0,0,0,0,Thomas Kahlenberg,0,252,0,2009-2010,0,0
4409,0,0,0,0,0,Kaká,0,180,0,2009-2010,0,0
4410,1.05,0.7,2,1.05,0,Burak Kaplan,0.7,257,1,2009-2010,2,3
4411,0,0,0,0,0,Miroslav Karhan,0,2508,0,2009-2010,0,0
4412,0,0,0,0,0,Oğuzhan Kefkir,0,12,0,2009-2010,0,0
4413,0,0,0,0,0,Sebastian Kehl,0,379,0,2009-2010,0,0
4414,0.18,0,0,0.18,0,Levan Kenia,0,491,1,2009-2010,0,1
4415,0,0,0,0,0,Thomas Kessler,0,180,0,2009-2010,0,0
4416,0.26,0.09,2,0.26,0,Sami Khedira,0.09,2100,4,2009-2010,2,6
4417,0.77,0.65,21,0.83,2,Stefan Kießling,0.59,2919,6,2009-2010,19,25
4418,0,0,0,0,0,Thomas Kleine,0,237,0,2009-2010,0,0
4419,0.31,0.31,3,0.31,0,Diego Klimowicz,0.31,874,0,2009-2010,3,3
4420,0.42,0.25,3,0.42,0,Miroslav Klose,0.25,1078,2,2009-2010,3,5
4421,0.19,0.13,2,0.19,0,Peer Kluge,0.13,1413,1,2009-2010,2,3
4422,0,0,0,0,0,Peer Kluge,0,872,0,2009-2010,0,0
4423,0,0,0,0,0,Levan Kobiashvili,0,1440,0,2009-2010,0,0
4424,0.37,0.37,1,0.37,0,Levan Kobiashvili,0.37,244,0,2009-2010,1,1
4425,0,0,0,0,0,Julian Koch,0,19,0,2009-2010,0,0
4426,0.37,0.19,4,0.37,0,Benjamin Köhler,0.19,1929,4,2009-2010,4,8
4427,0.27,0.27,2,0.27,0,Arouna Koné,0.27,659,0,2009-2010,2,2
4428,0.37,0.19,2,0.37,0,Ümit Korkmaz,0.19,968,2,2009-2010,2,4
4429,0,0,0,0,0,Florian Kringe,0,795,0,2009-2010,0,0
4430,0,0,0,0,0,Pavel Krmaš,0,1346,0,2009-2010,0,0
4431,0.65,0.34,9,0.65,0,Toni Kroos,0.34,2358,8,2009-2010,9,17
4432,0.29,0,0,0.29,0,Jacek Krzynówek,0,306,1,2009-2010,0,1
4433,0.8,0.58,18,0.8,0,Kevin Kurányi,0.58,2800,7,2009-2010,18,25
4434,0.25,0.18,3,0.25,0,Zdravko Kuzmanović,0.18,1468,1,2009-2010,3,4
4435,0.18,0,0,0.18,0,Philipp Lahm,0,3060,6,2009-2010,0,6
4436,0,0,0,0,0,Altin Lala,0,265,0,2009-2010,0,0
4437,0,0,0,0,0,Moses Lamidi,0,86,0,2009-2010,0,0
4438,0,0,0,0,0,Martin Lanig,0,45,0,2009-2010,0,0
4439,0,0,0,0,0,Damien Le Tallec,0,196,0,2009-2010,0,0
4440,0,0,0,0,0,Jens Lehmann,0,2788,0,2009-2010,0,0
4441,0,0,0,0,0,André Lenz,0,687,0,2009-2010,0,0
4442,0.03,0,0,0.03,0,Tobias Levels,0,2858,1,2009-2010,0,1
4443,0.15,0.08,1,0.15,0,Nikos Liberopoulos,0.08,1178,1,2009-2010,1,2
4444,0,0,0,0,0,Jarosław Lindner,0,22,0,2009-2010,0,0
4445,0,0,0,0,0,Zsolt Lőw,0,1166,0,2009-2010,0,0
4446,0,0,0,0,0,Andreas Ludwig,0,45,0,2009-2010,0,0
4447,0,0,0,0,0,Fabian Lustenberger,0,1948,0,2009-2010,0,0
4448,0,0,0,0,0,Andreas Luthe,0,270,0,2009-2010,0,0
4449,0.04,0.04,1,0.04,0,Alexander Madlung,0.04,2394,0,2009-2010,1,1
4450,0,0,0,0,0,Ludovic Magnin,0,452,0,2009-2010,0,0
4451,0.34,0.17,3,0.34,0,Maicosuel,0.17,1588,3,2009-2010,3,6
4452,0.2,0.12,3,0.2,0,Cédric Makiadi,0.12,2243,2,2009-2010,3,5
4453,0,0,0,0,0,Marcel Maltritz,0,2550,0,2009-2010,0,0
4454,0.12,0.08,2,0.12,0,Maniche,0.08,2283,1,2009-2010,2,3
4455,0.08,0,0,0.08,0,Miloš Marić,0,1113,1,2009-2010,0,1
4456,0.65,0.59,10,0.71,1,Ciprian Marica,0.53,1515,2,2009-2010,9,11
4457,0.49,0.15,4,0.49,0,Marko Marin,0.15,2405,9,2009-2010,4,13
4458,0.04,0.04,1,0.04,0,Dominic Maroh,0.04,2267,0,2009-2010,1,1
4459,0,0,0,0,0,Marcelo Martins Moreno,0,63,0,2009-2010,0,0
4460,0.76,0.76,6,0.76,0,Obafemi Martins,0.76,708,0,2009-2010,6,6
4461,0.08,0,0,0.08,0,Thorben Marx,0,2398,2,2009-2010,0,2
4462,0.03,0.03,1,0.03,0,Joris Mathijsen,0.03,2970,0,2009-2010,1,1
4463,0.19,0.19,3,0.19,0,Joël Matip,0.19,1390,0,2009-2010,3,3
4464,0,0,0,0,0,Marvin Matip,0,38,0,2009-2010,0,0
4465,0.06,0.06,1,0.06,0,Karim Matmour,0.06,1606,0,2009-2010,1,1
4466,0.24,0.24,2,0.24,0,Adam Matuszczyk,0.24,754,0,2009-2010,2,2
4467,0,0,0,0,0,Mërgim Mavraj,0,2232,0,2009-2010,0,0
4468,0.32,0.32,5,0.38,1,Eric Maxim Choupo-Moting,0.25,1417,1,2009-2010,4,5
4469,0.16,0.08,1,0.16,0,Kevin McKenna,0.08,1134,1,2009-2010,1,2
4470,0,0,0,0,0,Marcel Meeuwis,0,1216,0,2009-2010,0,0
4471,0.42,0.3,10,0.42,0,Alexander Meier,0.3,3011,4,2009-2010,10,14
4472,0,0,0,0,0,Jackson Mendy,0,540,0,2009-2010,0,0
4473,0.21,0.15,5,0.21,0,Per Mertesacker,0.15,2970,2,2009-2010,5,7
4474,0,0,0,0,0,Sebastian Mielitz,0,180,0,2009-2010,0,0
4475,0,0,0,0,0,Mineiro,0,436,0,2009-2010,0,0
4476,0.13,0.07,1,0.13,0,Marek Mintál,0.07,1349,1,2009-2010,1,2
4477,0.72,0.33,10,0.72,0,Zvjezdan Misimović,0.33,2761,12,2009-2010,10,22
4478,0,0,0,0,0,Jawhar Mnari,0,234,0,2009-2010,0,0
4479,0.07,0.07,2,0.07,0,Youssef Mohamad,0.07,2756,0,2009-2010,2,2
4480,0.12,0,0,0.12,0,Cristian Molinaro,0,1529,2,2009-2010,0,2
4481,0,0,0,0,0,Faryd Mondragón,0,2880,0,2009-2010,0,0
4482,1.54,1.54,2,1.54,0,Jan Morávek,1.54,117,0,2009-2010,2,2
4483,0.05,0.05,1,0.05,0,Christoph Moritz,0.05,1678,0,2009-2010,1,1
4484,0,0,0,0,0,Mensur Mujdža,0,864,0,2009-2010,0,0
4485,0,0,0,0,0,Heinz Müller,0,2645,0,2009-2010,0,0
4486,0.61,0.44,13,0.61,0,Thomas Müller,0.44,2638,5,2009-2010,13,18
4487,0.2,0.16,5,0.23,1,Naldo,0.13,2760,2,2009-2010,4,6
4488,0,0,0,0,0,Hamed Namouchi,0,90,0,2009-2010,0,0
4489,0,0,0,0,0,Manuel Neuer,0,3060,0,2009-2010,0,0
4490,0,0,0,0,0,Roman Neustädter,0,10,0,2009-2010,0,0
4491,0.35,0,0,0.35,0,Oliver Neuville,0,260,1,2009-2010,0,1
4492,0.18,0.09,1,0.18,0,Maximilian Nicu,0.09,1018,1,2009-2010,1,2
4493,0.08,0.08,1,0.08,0,Georg Niedermeier,0.08,1080,0,2009-2010,1,1
4494,0.21,0.21,1,0.21,0,Peter Niemeyer,0.21,431,0,2009-2010,1,1
4495,0,0,0,0,0,Oka Nikolov,0,2745,0,2009-2010,0,0
4496,0,0,0,0,0,Per Nilsson,0,418,0,2009-2010,0,0
4497,0.74,0.74,5,0.74,0,Ruud van Nistelrooy,0.74,609,0,2009-2010,5,5
4498,0,0,0,0,0,Håvard Nordtveit,0,1294,0,2009-2010,0,0
4499,0.24,0.24,6,0.28,1,Milivoje Novaković,0.2,2260,1,2009-2010,5,6
4500,0,0,0,0,0,Nikolče Noveski,0,2900,0,2009-2010,0,0
4501,0.47,0.36,7,0.47,0,Chinedu Obasi,0.36,1736,2,2009-2010,7,9
4502,0.22,0.04,1,0.22,0,Patrick Ochs,0.04,2467,5,2009-2010,1,6
4503,0,0,0,0,0,Timo Ochs,0,122,0,2009-2010,0,0
4504,0.86,0.56,11,0.86,0,Ivica Olić,0.56,1782,6,2009-2010,11,17
4505,0.16,0,0,0.16,0,Shinji Ono,0,569,1,2009-2010,0,1
4506,0,0,0,0,0,Ricardo Osorio,0,395,0,2009-2010,0,0
4507,0,0,0,0,0,Andreas Ottl,0,153,0,2009-2010,0,0
4508,0.12,0.06,1,0.12,0,Andreas Ottl,0.06,1513,1,2009-2010,1,2
4509,0.15,0.03,1,0.15,0,Patrick Owomoyela,0.03,2934,4,2009-2010,1,5
4510,0.76,0.31,9,0.8,1,Mesut Özil,0.28,2596,14,2009-2010,8,22
4511,0.06,0,0,0.06,0,Petri Pasanen,0,1501,1,2009-2010,0,1
4512,0.06,0,0,0.06,0,Nemanja Pejčinović,0,1440,1,2009-2010,0,1
4513,0,0,0,0,0,Peter Pekarík,0,999,0,2009-2010,0,0
4514,0,0,0,0,0,Milorad Peković,0,516,0,2009-2010,0,0
4515,0.13,0.03,1,0.13,0,Petit,0.03,2818,3,2009-2010,1,4
4516,0,0,0,0,0,Nikola Petković,0,46,0,2009-2010,0,0
4517,0.34,0.34,8,0.38,1,Mladen Petrić,0.3,2135,1,2009-2010,7,8
4518,0,0,0,0,0,Thanos Petsos,0,12,0,2009-2010,0,0
4519,0.06,0.06,1,0.06,0,Kevin Pezzoni,0.06,1635,0,2009-2010,1,1
4520,0,0,0,0,0,Marc Pfertzel,0,1537,0,2009-2010,0,0
4521,0,0,0,0,0,Javier Pinola,0,2961,0,2009-2010,0,0
4522,0.31,0.21,4,0.31,0,Sérgio Pinto,0.21,1754,2,2009-2010,4,6
4523,0.07,0.07,2,0.07,0,Łukasz Piszczek,0.07,2419,0,2009-2010,2,2
4524,0.45,0.34,3,0.45,0,Jonathan Pitroipa,0.34,792,1,2009-2010,3,4
4525,0.8,0.68,16,0.8,0,Claudio Pizarro,0.68,2130,3,2009-2010,16,19
4526,0,0,0,0,0,Vasileios Pliatsikas,0,380,0,2009-2010,0,0
4527,0.23,0.08,2,0.23,0,Lukas Podolski,0.08,2352,4,2009-2010,2,6
4528,0.44,0.26,6,0.44,0,Pavel Pogrebnyak,0.26,2043,4,2009-2010,6,10
4529,0,0.07,1,0.07,1,Eugen Polanski,0,1312,0,2009-2010,0,0
4530,0,0,0,0,0,Simon Pouplin,0,2700,0,2009-2010,0,0
4531,0.3,0.07,1,0.3,0,Danijel Pranjić,0.07,1203,3,2009-2010,1,4
4532,0,0,0,0,0,Christoph Preuß,0,43,0,2009-2010,0,0
4533,0.18,0.18,1,0.18,0,Sebastian Prödl,0.18,489,0,2009-2010,1,1
4534,0.19,0,0,0.19,0,Roman Prokoph,0,947,2,2009-2010,0,2
4535,0.37,0.24,7,0.37,0,Raffael,0.24,2651,4,2009-2010,7,11
4536,0.2,0.03,1,0.24,1,Rafinha,0,2669,6,2009-2010,0,6
4537,0,0,0,0,0,Jukka Raitala,0,97,0,2009-2010,0,0
4538,0.25,0.3,7,0.38,3,Ivan Rakitić,0.17,2121,2,2009-2010,4,6
4539,0,0,0,0,0,Valdet Rama,0,514,0,2009-2010,0,0
4540,0.55,0.42,10,0.55,0,Adrián Ramos,0.42,2140,3,2009-2010,10,13
4541,0.41,0.41,1,0.41,0,Dimitar Rangelov,0.41,219,0,2009-2010,1,1
4542,0,0,0,0,0,Konstantin Rausch,0,1695,0,2009-2010,0,0
4543,0,0,0,0,0,Tore Reginiussen,0,19,0,2009-2010,0,0
4544,0.13,0.09,2,0.13,0,Stefan Reinartz,0.09,2056,1,2009-2010,2,3
4545,0,0,0,0,0,Bastian Reinhardt,0,17,0,2009-2010,0,0
4546,0.28,0.28,3,0.28,0,Stefan Reisinger,0.28,975,0,2009-2010,3,3
4547,0,0,0,0,0,Michael Rensing,0,315,0,2009-2010,0,0
4548,0.44,0.29,8,0.44,0,Marco Reus,0.29,2469,4,2009-2010,8,12
4549,0.66,0.25,3,0.66,0,Franck Ribéry,0.25,1089,5,2009-2010,3,8
4550,0.15,0.03,1,0.15,0,Sascha Riether,0.03,2965,4,2009-2010,1,5
4551,0,0,0,0,0,Tomás Rincón,0,1242,0,2009-2010,0,0
4552,0.32,0,0,0.32,0,Marcel Risse,0,1127,4,2009-2010,0,4
4553,0.96,0.81,16,1.06,2,Arjen Robben,0.71,1778,5,2009-2010,14,19
4554,0.39,0.26,6,0.39,0,Zé Roberto,0.26,2055,3,2009-2010,6,9
4555,0.35,0.46,4,0.58,2,Simon Rolfes,0.23,775,1,2009-2010,2,3
4556,0.2,0.2,1,0.2,0,Markus Rosenberg,0.2,444,0,2009-2010,1,1
4557,0.23,0.08,1,0.23,0,Jan Rosenthal,0.08,1152,2,2009-2010,1,3
4558,0,0,0,0,0,Frank Rost,0,3015,0,2009-2010,0,0
4559,0.05,0.05,1,0.05,0,David Rozehnal,0.05,1820,0,2009-2010,1,1
4560,0,0,0,0,0,Sebastian Rudy,0,593,0,2009-2010,0,0
4561,0.21,0.14,4,0.21,0,Marco Russ,0.14,2619,2,2009-2010,4,6
4562,0.16,0.12,4,0.25,3,Nuri Şahin,0.03,2901,4,2009-2010,1,5
4563,0.19,0.13,4,0.25,2,Sejad Salihović,0.06,2825,4,2009-2010,2,6
4564,0,0,0,0,0,Manuel Salz,0,270,0,2009-2010,0,0
4565,0.31,0.31,2,0.31,0,Vicente Sánchez,0.31,582,0,2009-2010,2,2
4566,0.5,0.5,1,0.5,0,Boubacar Sanogo,0.5,180,0,2009-2010,1,1
4567,0.58,0.58,1,0.58,0,Wilfried Sanou,0.58,156,0,2009-2010,1,1
4568,0,0,0,0,0,Felipe Santana,0,1280,0,2009-2010,0,0
4569,0.37,0.37,1,0.37,0,Jonathan Santana,0.37,245,0,2009-2010,1,1
4570,0.28,0.11,3,0.28,0,Cícero Santos,0.11,2530,5,2009-2010,3,8
4571,0,0,0,0,0,Hans Sarpei,0,450,0,2009-2010,0,0
4572,0.07,0,0,0.07,0,Marcel Schäfer,0,2726,2,2009-2010,0,2
4573,0,0,0,0,0,Raphael Schäfer,0,2699,0,2009-2010,0,0
4574,0.48,0.36,3,0.48,0,Julian Schieber,0.36,757,1,2009-2010,3,4
4575,0,0,0,0,0,Sebastian Schindzielorz,0,64,0,2009-2010,0,0
4576,0.34,0.34,2,0.34,0,Jan Schlaudraff,0.34,522,0,2009-2010,2,2
4577,0.04,0,0,0.04,0,Marcel Schmelzer,0,2295,1,2009-2010,0,1
4578,0.19,0,0,0.19,0,Manuel Schmiedebach,0,935,2,2009-2010,0,2
4579,0.23,0.08,2,0.23,0,Lukas Schmitz,0.08,2318,4,2009-2010,2,6
4580,0.08,0.08,1,0.08,0,Christopher Schorch,0.08,1168,0,2009-2010,1,1
4581,0.1,0.06,2,0.1,0,Christian Schulz,0.06,2821,1,2009-2010,2,3
4582,0.24,0.2,5,0.24,0,André Schürrle,0.2,2295,1,2009-2010,5,6
4583,0.33,0.11,2,0.33,0,Julian Schuster,0.11,1619,4,2009-2010,2,6
4584,0,0,0,0,0,Daniel Schwaab,0,1980,0,2009-2010,0,0
4585,0.17,0.13,3,0.21,1,Pirmin Schwegler,0.08,2159,2,2009-2010,2,4
4586,0.12,0.06,2,0.12,0,Bastian Schweinsteiger,0.06,2903,2,2009-2010,2,4
4587,0.3,0.23,6,0.3,0,Stanislav Šesták,0.23,2399,2,2009-2010,6,8
4588,0,0,0,0,0,Jan Šimák,0,80,0,2009-2010,0,0
4589,0.49,0.24,1,0.49,0,Jan Šimák,0.24,371,1,2009-2010,1,2
4590,0,0,0,0,0,Jan Šimůnek,0,293,0,2009-2010,0,0
4591,0.03,0.03,1,0.03,0,Josip Šimunić,0.03,2719,0,2009-2010,1,1
4592,0,0,0,0,0,Lukas Sinkiewicz,0,129,0,2009-2010,0,0
4593,0,0,0,0,0,José Sosa,0,125,0,2009-2010,0,0
4594,0.04,0.04,1,0.04,0,Elkin Soto,0.04,2330,0,2009-2010,1,1
4595,0,0,0,0,0,Matthew Spiranovic,0,90,0,2009-2010,0,0
4596,0,0,0,0,0,Christoph Spycher,0,2356,0,2009-2010,0,0
4597,0.21,0.25,6,0.29,2,Jiří Štajner,0.17,2178,1,2009-2010,4,5
4598,0,0,0,0,0,Paul Stalteri,0,197,0,2009-2010,0,0
4599,0,0,0,0,0,Marc Stein,0,860,0,2009-2010,0,0
4600,0,0,0,0,0,Markus Steinhöfer,0,236,0,2009-2010,0,0
4601,0,0,0,0,0,Alexander Stephan,0,361,0,2009-2010,0,0
4602,2.9,2.9,1,2.9,0,Marco Stiepermann,2.9,31,0,2009-2010,1,1
4603,0.09,0.09,3,0.09,0,Neven Subotić,0.09,3060,0,2009-2010,3,3
4604,0.05,0.05,1,0.05,0,Bo Svensson,0.05,1789,0,2009-2010,1,1
4605,0.11,0.11,1,0.11,0,Ádám Szalai,0.11,792,0,2009-2010,1,1
4606,0.57,0.57,2,0.57,0,Prince Tagoe,0.57,314,0,2009-2010,2,2
4607,0,0,0,0,0,David Targamadze,0,37,0,2009-2010,0,0
4608,0.07,0.07,2,0.07,0,Serdar Tasci,0.07,2430,0,2009-2010,2,2
4609,0,0,0,0,0,Mickaël Tavares,0,33,0,2009-2010,0,0
4610,0.12,0.12,1,0.12,0,Mickaël Tavares,0.12,776,0,2009-2010,1,1
4611,0.09,0.05,1,0.14,1,Selim Teber,0,1924,2,2009-2010,0,2
4612,0,0,0,0,0,Marco Terrazzino,0,96,0,2009-2010,0,0
4613,0.31,0.31,2,0.31,0,Robert Tesche,0.31,575,0,2009-2010,2,2
4614,0.17,0,0,0.17,0,Tinga,0,543,1,2009-2010,0,1
4615,0,0,0,0,0,Marcel Titsch-Rivero,0,7,0,2009-2010,0,0
4616,0,0,0,0,0,Luca Toni,0,224,0,2009-2010,0,0
4617,0,0,0,0,0,Ömer Toprak,0,966,0,2009-2010,0,0
4618,0.37,0.18,2,0.37,0,Tunay Torun,0.18,974,2,2009-2010,2,4
4619,0,0,0,0,0,Duško Tošić,0,18,0,2009-2010,0,0
4620,0.83,0.52,5,0.83,0,Zoran Tošić,0.52,870,3,2009-2010,5,8
4621,0,0,0,0,0,Assimiou Touré,0,23,0,2009-2010,0,0
4622,0.18,0.11,3,0.18,0,Christian Träsch,0.11,2539,2,2009-2010,3,5
4623,0.28,0.16,4,0.32,1,Piotr Trochowski,0.12,2228,4,2009-2010,3,7
4624,0.42,0,0,0.42,0,Filip Trojan,0,213,1,2009-2010,0,1
4625,6,6,1,6,0,Juvhel Tsoumou,6,15,0,2009-2010,1,1
4626,0,0,0,0,0,Anatoliy Tymoshchuk,0,1055,0,2009-2010,0,0
4627,0,0,0,0,0,Sven Ulreich,0,272,0,2009-2010,0,0
4628,0,0,0,0,0,Eke Uzoma,0,133,0,2009-2010,0,0
4629,0.37,0.27,5,0.37,0,Nelson Valdez,0.27,1696,2,2009-2010,5,7
4630,0.21,0.21,6,0.21,0,Daniel Van Buyten,0.21,2627,0,2009-2010,6,6
4631,0,0,0,0,0,Peter Van der Heyden,0,378,0,2009-2010,0,0
4632,0,0,0,0,0,Christian Vander,0,120,0,2009-2010,0,0
4633,0,0,0,0,0,Aleksandar Vasoski,0,630,0,2009-2010,0,0
4634,0.07,0.03,1,0.07,0,Arturo Vidal,0.03,2676,1,2009-2010,1,2
4635,0,0,0,0,0,Dario Vidošić,0,464,0,2009-2010,0,0
4636,0,0,0,0,0,Isaac Vorsah,0,1012,0,2009-2010,0,0
4637,0.1,0.1,1,0.1,0,Boris Vukčević,0.1,935,0,2009-2010,1,1
4638,0,0,0,0,0,Clemens Walch,0,115,0,2009-2010,0,0
4639,0,0,0,0,0,Roman Weidenfeller,0,2630,0,2009-2010,0,0
4640,0,0,0,0,0,Tobias Weis,0,968,0,2009-2010,0,0
4641,0,0,0,0,0,Wellington,0,17,0,2009-2010,0,0
4642,0.15,0.07,2,0.15,0,Heiko Westermann,0.07,2430,2,2009-2010,2,4
4643,0,0,0,0,0,Christian Wetklo,0,415,0,2009-2010,0,0
4644,0,0,0,0,0,Artur Wichniarek,0,855,0,2009-2010,0,0
4645,0,0,0,0,0,Tim Wiese,0,2760,0,2009-2010,0,0
4646,0,0,0,0,0,Danny Williams,0,417,0,2009-2010,0,0
4647,0.04,0,0,0.04,0,Andreas Wolf,0,2471,1,2009-2010,0,1
4648,0,0,0,0,0,Pierre Womé,0,923,0,2009-2010,0,0
4649,0.54,0.4,9,0.54,0,Didier Ya Konan,0.4,2005,3,2009-2010,9,12
4650,0,0,0,0,0,Reinhold Yabo,0,2,0,2009-2010,0,0
4651,0.11,0.06,1,0.11,0,Antar Yahia,0.06,1594,1,2009-2010,1,2
4652,0.2,0,0,0.2,0,Taner Yalçın,0,444,1,2009-2010,0,1
4653,0.09,0,0,0.09,0,Radoslav Zabavník,0,990,1,2009-2010,0,1
4654,0,0,0,0,0,Cristian Zaccardo,0,4,0,2009-2010,0,0
4655,0,0,0,0,0,Carlos Zambrano,0,1280,0,2009-2010,0,0
4656,0,0,0,0,0,Tomasz Zdebel,0,56,0,2009-2010,0,0
4657,0.19,0,0,0.19,0,Karim Ziani,0,485,1,2009-2010,0,1
4658,0.66,0.31,6,0.66,0,Mohamed Zidan,0.31,1760,7,2009-2010,6,13
4659,0,0,0,0,0,Marc Ziegler,0,430,0,2009-2010,0,0
4660,0,0,0,0,0,Sebastian Zielinsky,0,12,0,2009-2010,0,0
4661,0,0,0,0,0,Jan Zimmermann,0,45,0,2009-2010,0,0
4662,0,0,0,0,0,Sal Zizzo,0,15,0,2009-2010,0,0
4663,0.37,0.37,1,0.37,0,Franco Zuculini,0.37,245,0,2009-2010,1,1
4664,0.47,0.43,10,0.47,0,Mohammed Abdellaoue,0.43,2086,1,2010-2011,10,11
4665,0,0,0,0,0,Yacine Abdessadki,0,1753,0,2010-2011,0,0
4666,0.11,0.11,2,0.11,0,Mathias Abel,0.11,1663,0,2010-2011,2,2
4667,0,0,0,0,0,René Adler,0,2880,0,2010-2011,0,0
4668,0,0,0,0,0,David Alaba,0,24,0,2010-2011,0,0
4669,0.18,0.12,2,0.18,0,David Alaba,0.12,1530,1,2010-2011,2,3
4670,0.75,0.57,10,0.75,0,Sami Allagui,0.57,1568,3,2010-2011,10,13
4671,1.15,1.15,9,1.15,0,Hugo Almeida,1.15,702,0,2010-2011,9,9
4672,0.08,0,0,0.08,0,Halil Altıntop,0,2370,2,2010-2011,0,2
4673,0.62,0.25,2,0.62,0,Hamit Altıntop,0.25,731,3,2010-2011,2,5
4674,0.07,0.07,1,0.07,0,Caio Alves,0.07,1291,0,2010-2011,1,1
4675,0,0,0,0,0,Ioannis Amanatidis,0,631,0,2010-2011,0,0
4676,0.08,0.08,2,0.08,0,Martin Amedick,0.08,2124,0,2010-2011,2,2
4677,0,0,0,0,0,Chadli Amri,0,190,0,2010-2011,0,0
4678,0,0,0,0,0,Andrezinho,0,555,0,2010-2011,0,0
4679,0,0,0,0,0,Anthony Annan,0,693,0,2010-2011,0,0
4680,0.05,0,0,0.05,0,Dennis Aogo,0,1785,1,2010-2011,0,1
4681,0.45,0.18,4,0.45,0,Juan Arango,0.18,1998,6,2010-2011,4,10
4682,0.35,0.17,3,0.35,0,Marko Arnautović,0.17,1551,3,2010-2011,3,6
4683,0.52,0.29,6,0.52,0,Gerald Asamoah,0.29,1894,5,2010-2011,6,11
4684,0,0,0,0,0,Johan Audel,0,80,0,2010-2011,0,0
4685,0.37,0.24,6,0.37,0,Renato Augusto,0.24,2208,3,2010-2011,6,9
4686,0,0,0,0,0,Denni Avdić,0,159,0,2010-2011,0,0
4687,0,0,0,0,0,Danilo Avelar,0,205,0,2010-2011,0,0
4688,0,0,0,0,0,Christopher Avevor,0,282,0,2010-2011,0,0
4689,0,0,0,0,0,Onur Ayık,0,8,0,2010-2011,0,0
4690,0.49,0.42,6,0.49,0,Demba Ba,0.42,1274,1,2010-2011,6,7
4691,0,0,0,0,0,Haruna Babangida,0,71,0,2010-2011,0,0
4692,0.07,0.07,1,0.07,0,Ryan Babel,0.07,1292,0,2010-2011,1,1
4693,0,0,0,0,0,Holger Badstuber,0,1845,0,2010-2011,0,0
4694,0,0,0,0,0,Mamadou Bah,0,150,0,2010-2011,0,0
4695,0,0,0,0,0,Logan Bailly,0,1350,0,2010-2011,0,0
4696,0.3,0.3,3,0.3,0,Hanno Balitsch,0.3,908,0,2010-2011,3,3
4697,0.08,0,0,0.08,0,Michael Ballack,0,1175,1,2010-2011,0,1
4698,0,0,0,0,0,Leon Balogun,0,50,0,2010-2011,0,0
4699,0,0,0,0,0,Anderson Bamba,0,1036,0,2010-2011,0,0
4700,0,0,0,0,0,Ivica Banović,0,101,0,2010-2011,0,0
4701,0.05,0,0,0.05,0,Philipp Bargfrede,0,1928,1,2010-2011,0,1
4702,0.24,0.12,2,0.24,0,Tranquillo Barnetta,0.12,1505,2,2010-2011,2,4
4703,0.66,0.58,16,0.66,0,Lucas Barrios,0.58,2468,2,2010-2011,16,18
4704,0.16,0.08,2,0.16,0,Fin Bartels,0.08,2183,2,2010-2011,2,4
4705,0.04,0.04,1,0.04,0,Oliver Barth,0.04,2465,0,2010-2011,1,1
4706,0,0,0,0,0,Andrea Barzagli,0,1485,0,2010-2011,0,0
4707,0.1,0,0,0.1,0,Felix Bastians,0,2610,3,2010-2011,0,3
4708,0,0,0,0,0,Oliver Baumann,0,2700,0,2010-2011,0,0
4709,0,0,0,0,0,Alexander Baumjohann,0,367,0,2010-2011,0,0
4710,0,0,0,0,0,DaMarcus Beasley,0,70,0,2010-2011,0,0
4711,0.12,0,0,0.12,0,Andreas Beck,0,2958,4,2010-2011,0,4
4712,0,0,0,0,0,Shqipon Bektasi,0,3,0,2010-2011,0,0
4713,0,0,0,0,0,Nassim Ben Khalifa,0,9,0,2010-2011,0,0
4714,0,0,0,0,0,Diego Benaglio,0,2497,0,2010-2011,0,0
4715,0.22,0.22,3,0.22,0,Lars Bender,0.22,1214,0,2010-2011,3,3
4716,0.11,0.04,1,0.11,0,Sven Bender,0.04,2439,2,2010-2011,1,3
