,NPGA/90,G/90,G,G+A/90,Pens,player,NPG/90,minutes,A,season,NPG,NPGA
53442,0.55,0.55,7,0.63,1,Santi Mina,0.47,1148,1,2014-2015,6,7
53443,0.2,0.07,1,0.2,0,Abraham Minero,0.07,1322,2,2014-2015,1,3
53444,0.18,0.13,3,0.18,0,Miranda,0.13,2024,1,2014-2015,3,4
53445,0.28,0.07,1,0.28,0,Luka Modrić,0.07,1290,3,2014-2015,1,4
53446,0.16,0.08,1,0.16,0,Paco Montañés,0.08,1091,1,2014-2015,1,2
53447,0,0,0,0,0,Martín Montoya,0,591,0,2014-2015,0,0
53448,0,0,0,0,0,Erik Morán,0,51,0,2014-2015,0,0
53449,0.12,0.12,1,0.12,0,Jorge Morcillo,0.12,744,0,2014-2015,1,1
53450,0,0,0,0,0,Álex Moreno,0,463,0,2014-2015,0,0
53451,0.56,0.39,7,0.56,0,Gerard Moreno,0.39,1615,3,2014-2015,7,10
53452,0.06,0.06,1,0.06,0,Héctor Moreno,0.06,1593,0,2014-2015,1,1
53453,0,0,0,0,0,Jairo Morillas,0,66,0,2014-2015,0,0
53454,0.08,0.04,1,0.08,0,Pedro Mosquera,0.04,2140,1,2014-2015,1,2
53455,0.09,0.05,1,0.09,0,Iker Muniain,0.05,1997,1,2014-2015,1,2
53456,0,0,0,0,0,Juan Muñoz,0,35,0,2014-2015,0,0
53457,0,0,0,0,0,Jeison Murillo,0,1589,0,2014-2015,0,0
53458,0.24,0.24,3,0.24,0,Mateo Musacchio,0.24,1139,0,2014-2015,3,3
53459,0.12,0.12,4,0.12,0,Shkodran Mustafi,0.12,2910,0,2014-2015,4,4
53460,0.13,0.13,1,0.13,0,Nacho,0.13,667,0,2014-2015,1,1
53461,0.1,0,0,0.1,0,Nacho,0,936,1,2014-2015,0,1
53462,0,0,0,0,0,Naldo,0,2576,0,2014-2015,0,0
53463,0,0,0,0,0,David Navarro,0,1786,0,2014-2015,0,0
53464,0,0,0,0,0,Fernando Navarro,0,1380,0,2014-2015,0,0
53465,0.07,0,0,0.07,0,Ximo Navarro,0,2405,2,2014-2015,0,2
53466,0,0,0,0,0,Keylor Navas,0,540,0,2014-2015,0,0
53467,0.07,0.07,2,0.07,0,Raúl Navas,0.07,2456,0,2014-2015,2,2
53468,0.46,0.29,5,0.52,1,Álvaro Negredo,0.23,1549,4,2014-2015,4,8
53469,0.98,0.77,22,1.02,1,Neymar,0.74,2562,7,2014-2015,21,28
53470,0,0,0,0,0,Dani Nieto,0,223,0,2014-2015,0,0
53471,0.08,0,0,0.08,0,Aarón Ñíguez,0,1161,1,2014-2015,0,1
53472,0.51,0.34,4,0.51,0,Saúl Ñíguez,0.34,1069,2,2014-2015,4,6
53473,0.7,0.39,13,0.79,3,Nolito,0.3,2966,13,2014-2015,10,23
53474,0.03,0.03,1,0.03,0,Allan Nyom,0.03,2985,0,2014-2015,1,1
53475,0,0,0,0,0,Jan Oblak,0,990,0,2014-2015,0,0
53476,0,0,0,0,0,Oier Olazábal,0,1260,0,2014-2015,0,0
53477,0.03,0,0,0.03,0,Weligton Oliveira,0,2739,1,2014-2015,0,1
53478,0.2,0.1,1,0.2,0,Lucas Orbán,0.1,910,1,2014-2015,1,2
53479,0.34,0.15,5,0.34,0,Fabián Orellana,0.15,2953,6,2014-2015,5,11
53480,0.36,0,0,0.36,0,Alfredo Ortuño,0,247,1,2014-2015,0,1
53481,0.17,0.17,6,0.17,0,Nicolás Otamendi,0.17,3098,0,2014-2015,6,6
53482,0,0,0,0,0,Manuel Pablo,0,340,0,2014-2015,0,0
53483,0,0,0,0,0,Gaspar Panadero,0,8,0,2014-2015,0,0
53484,0,0,0,0,0,Aleksandar Pantić,0,2415,0,2014-2015,0,0
53485,0.33,0.05,1,0.33,0,Rubén Pardo,0.05,1921,6,2014-2015,1,7
53486,0.08,0.04,1,0.08,0,Nicolás Pareja,0.04,2275,1,2014-2015,1,2
53487,0.43,0.37,12,0.52,3,Daniel Parejo,0.28,2917,5,2014-2015,9,14
53488,0.15,0.15,4,0.15,0,Thomas Partey,0.15,2361,0,2014-2015,4,4
53489,0.12,0.12,3,0.12,0,Mario Pašalić,0.12,2188,0,2014-2015,3,3
53490,0,0,0,0,0,Gabriel Paulista,0,1586,0,2014-2015,0,0
53491,0,0,0,0,0,Alfonso Pedraza,0,45,0,2014-2015,0,0
53492,0.69,0.35,6,0.69,0,Pedro,0.35,1555,6,2014-2015,6,12
53493,0,0,0,0,0,Sergio Pelegrín,0,729,0,2014-2015,0,0
53494,0.16,0.08,2,0.16,0,Pepe,0.08,2224,2,2014-2015,2,4
53495,0,0,0,0,0,Jonathan Pereira,0,116,0,2014-2015,0,0
53496,0.09,0,0,0.09,0,Enzo Pérez,0,1033,1,2014-2015,0,1
53497,0.47,0.35,6,0.52,1,Lucas Pérez,0.29,1543,3,2014-2015,5,8
53498,0,0,0,0,0,Rubén Pérez,0,1108,0,2014-2015,0,0
53499,0,0,0,0,0,Víctor Pérez,0,288,0,2014-2015,0,0
53500,0.62,0.34,7,0.62,0,Pablo Piatti,0.34,1879,6,2014-2015,7,13
53501,0.19,0,0,0.19,0,Tomás Pina Isla,0,1453,3,2014-2015,0,3
53502,0,0,0,0,0,Daniel Pinillos,0,865,0,2014-2015,0,0
53503,0.34,0.34,6,0.34,0,Federico Piovaccari,0.34,1592,0,2014-2015,6,6
53504,0.23,0.19,5,0.23,0,Gerard Piqué,0.19,2385,1,2014-2015,5,6
53505,0.16,0.04,1,0.16,0,Piti,0.04,2303,3,2014-2015,1,4
53506,0.11,0,0,0.11,0,Carles Planas,0,817,1,2014-2015,0,1
53507,0.25,0.12,1,0.25,0,Hélder Postiga,0.12,721,1,2014-2015,1,2
53508,0,0,0,0,0,Alejandro Pozuelo,0,434,0,2014-2015,0,0
53509,0.24,0.12,4,0.3,2,Xabi Prieto,0.06,2982,6,2014-2015,2,8
53510,0,0,0,0,0,Quini,0,1156,0,2014-2015,0,0
53511,0,0,0,0,0,Quique,0,33,0,2014-2015,0,0
53512,0,0,0,0,0,Nemanja Radoja,0,2005,0,2014-2015,0,0
53513,0,0,0,0,0,Rafa,0,90,0,2014-2015,0,0
53514,0,0,0,0,0,Juan Rafael Fuentes,0,1875,0,2014-2015,0,0
53515,0.08,0.08,1,0.08,0,Rafinha,0.08,1157,0,2014-2015,1,1
53516,0.58,0.22,5,0.58,0,Ivan Rakitić,0.22,2030,8,2014-2015,5,13
53517,1.14,1.14,2,1.14,0,Sandro Ramírez,1.14,158,0,2014-2015,2,2
53518,0,0,0,0,0,Iván Ramis,0,1112,0,2014-2015,0,0
53519,0,0,0,0,0,Héldon Ramos,0,532,0,2014-2015,0,0
53520,0.2,0.16,4,0.2,0,Sergio Ramos,0.16,2229,1,2014-2015,4,5
53521,0.18,0.06,1,0.18,0,Recio,0.06,1493,2,2014-2015,1,3
53522,0,0,0,0,0,Ezequiel Rescaldani,0,40,0,2014-2015,0,0
53523,0.07,0.11,3,0.14,2,Fran Rico,0.04,2548,1,2014-2015,1,2
53524,0.16,0.1,3,0.16,0,Mikel Rico,0.1,2792,2,2014-2015,3,5
53525,0,0,0,0,0,Sergio Rico,0,1812,0,2014-2015,0,0
53526,0.3,0.24,4,0.3,0,Oriol Riera,0.24,1507,1,2014-2015,4,5
53527,0,0,0,0,0,Riki,0,216,0,2014-2015,0,0
53528,0,0,0,0,0,Roberto,0,2070,0,2014-2015,0,0
53529,0,0,0,0,0,Sergi Roberto,0,517,0,2014-2015,0,0
53530,0.24,0.16,2,0.24,0,Rubén Rochina,0.16,1133,1,2014-2015,2,3
53531,0.03,0,0,0.03,0,Enzo Roco,0,2880,1,2014-2015,0,1
53532,0,0,0,0,0,Héctor Rodas,0,568,0,2014-2015,0,0
53533,0.3,0.13,3,0.35,1,Rodrigo,0.09,2072,5,2014-2015,2,7
53534,0.17,0.12,2,0.17,0,Garry Rodrigues,0.12,1559,1,2014-2015,2,3
53535,0.17,0,0,0.17,0,Ángel Rodríguez,0,534,1,2014-2015,0,1
53536,0,0,0,0,0,Cristian Rodríguez,0,75,0,2014-2015,0,0
53537,1.03,0.52,13,1.03,0,James Rodríguez,0.52,2265,13,2014-2015,13,26
53538,0.18,0.12,2,0.18,0,José Rodríguez,0.12,1493,1,2014-2015,2,3
53539,0.03,0.03,1,0.03,0,Juan Rodríguez,0.03,2721,0,2014-2015,1,1
53540,0,0,0,0,0,Raúl Rodríguez,0,3,0,2014-2015,0,0
53541,0.19,0.13,4,0.19,0,Víctor Rodríguez,0.13,2840,2,2014-2015,4,6
53542,0,0,0,0,0,Dani Romera,0,61,0,2014-2015,0,0
53543,1.57,1.39,48,1.86,10,Cristiano Ronaldo,1.1,3100,16,2014-2015,38,54
53544,0.09,0,0,0.09,0,Roberto Rosales,0,3037,3,2014-2015,0,3
53545,0,0,0,0,0,Fausto Rossi,0,1463,0,2014-2015,0,0
53546,0,0,0,0,0,Rubén,0,2070,0,2014-2015,0,0
53547,0.08,0,0,0.08,0,Víctor Ruiz,0,2205,2,2014-2015,0,2
53548,0,0,0,0,0,Antonio Rukavina,0,1414,0,2014-2015,0,0
53549,0,0,0,0,0,Gerónimo Rulli,0,1980,0,2014-2015,0,0
53550,0,0,0,0,0,Mikel Saizar,0,540,0,2014-2015,0,0
53551,0.31,0.31,1,0.31,0,Diogo Salomão,0.31,292,0,2014-2015,1,1
53552,0.32,0.06,1,0.32,0,Sammir,0.06,1418,4,2014-2015,1,5
53553,0.25,0.21,5,0.25,0,Mikel San José,0.21,2146,1,2014-2015,5,6
53554,0,0,0,0,0,Sergio Sánchez,0,1708,0,2014-2015,0,0
53555,0.21,0.11,3,0.21,0,Víctor Sánchez,0.11,2563,3,2014-2015,3,6
53556,0.39,0.39,4,0.49,1,Roque Santa Cruz,0.3,912,1,2014-2015,3,4
53557,0.24,0.07,2,0.24,0,Pablo Sarabia,0.07,2590,5,2014-2015,2,7
53558,0,0,0,0,0,Carlos Selfa,0,32,0,2014-2015,0,0
53559,0,0,0,0,0,Fran Serrano,0,140,0,2014-2015,0,0
53560,0.19,0,0,0.19,0,Salva Sevilla,0,1424,3,2014-2015,0,3
53561,0.06,0,0,0.06,0,Sidnei,0,2878,2,2014-2015,0,2
53562,0,0,0,0,0,Lucas Silva,0,340,0,2014-2015,0,0
53563,0.14,0,0,0.14,0,Wellington Silva,0,1978,3,2014-2015,0,3
53564,0,0,0,0,0,Eddy Silvestre,0,235,0,2014-2015,0,0
53565,0.09,0.04,1,0.09,0,Guilherme Siqueira,0.04,2077,1,2014-2015,1,2
53566,0,0,0,0,0,Abdoul Sissoko,0,756,0,2014-2015,0,0
53567,0,0,0,0,0,Mohamed Sissoko,0,1091,0,2014-2015,0,0
53568,0,0,0,0,0,Fran Sol,0,21,0,2014-2015,0,0
53569,0,0,0,0,0,Enrique Sola,0,115,0,2014-2015,0,0
53570,0.09,0.09,2,0.13,1,Bruno Soriano,0.04,2083,1,2014-2015,1,2
53571,0.25,0.19,3,0.25,0,Fernando Soriano,0.19,1441,1,2014-2015,3,4
53572,0.51,0.61,12,0.61,2,Cristhian Stuani,0.51,1769,0,2014-2015,10,10
53573,0.06,0.03,1,0.06,0,Damián Suárez,0.03,3040,1,2014-2015,1,2
53574,0.33,0.11,2,0.33,0,Denis Suárez,0.11,1620,4,2014-2015,2,6
53575,1.21,0.67,16,1.21,0,Luis Suárez,0.67,2159,13,2014-2015,16,29
53576,0.08,0.08,1,0.08,0,Mario Suárez,0.08,1139,0,2014-2015,1,1
53577,0.19,0.1,1,0.19,0,Isaac Success,0.1,934,1,2014-2015,1,2
53578,0.41,0.05,1,0.41,0,Markel Susaeta,0.05,1773,7,2014-2015,1,8
53579,0,0,0,0,0,Fernando Tissone,0,329,0,2014-2015,0,0
53580,0.06,0,0,0.06,0,Tito,0,2838,2,2014-2015,0,2
53581,0.46,0.37,4,0.46,0,Toché,0.37,986,1,2014-2015,4,5
53582,0.1,0,0,0.1,0,Toño,0,1747,2,2014-2015,0,2
53583,0,0,0,0,0,Toño,0,1724,0,2014-2015,0,0
53584,0,0,0,0,0,Gaizka Toquero,0,40,0,2014-2015,0,0
53585,0.41,0.31,3,0.41,0,Fernando Torres,0.31,881,1,2014-2015,3,4
53586,0.08,0,0,0.08,0,Miguel Torres,0,1172,1,2014-2015,0,1
53587,0.16,0.03,1,0.16,0,Roberto Trashorras,0.03,2883,4,2014-2015,1,5
53588,0.22,0,0,0.22,0,Benoît Trémoulinas,0,1638,4,2014-2015,0,4
53589,0.07,0.04,1,0.07,0,Manu Trigueros,0.04,2416,1,2014-2015,1,2
53590,0,0,0,0,0,Tropi,0,2,0,2014-2015,0,0
53591,0.06,0,0,0.06,0,Ángel Trujillo,0,3208,2,2014-2015,0,2
53592,0.27,0.08,2,0.27,0,Arda Turan,0.08,2317,5,2014-2015,2,7
53593,0,0,0,0,0,Przemysław Tytoń,0,2856,0,2014-2015,0,0
53594,0.4,0.4,6,0.46,1,Ikechukwu Uche,0.33,1363,1,2014-2015,5,6
53595,0.82,0.51,5,0.82,0,Kalu Uche,0.51,877,3,2014-2015,5,8
53596,0,0,0,0,0,Juan Valera Espín,0,982,0,2014-2015,0,0
53597,0,0,0,0,0,Raphaël Varane,0,2040,0,2014-2015,0,0
53598,0.31,0.36,7,0.36,1,Álvaro Vázquez,0.31,1738,0,2014-2015,6,6
53599,0.3,0.1,3,0.3,0,Lucas Vázquez,0.1,2741,6,2014-2015,3,9
53600,0.48,0.39,9,0.53,1,Carlos Vela,0.35,2056,3,2014-2015,8,11
53601,0.08,0.04,1,0.08,0,Emiliano Velázquez,0.04,2345,1,2014-2015,1,2
53602,0.07,0,0,0.07,0,Fran Vélez,0,1213,1,2014-2015,0,1
53603,0,0,0,0,0,Thomas Vermaelen,0,61,0,2014-2015,0,0
53604,0.13,0.13,4,0.22,3,Verza,0.03,2844,3,2014-2015,1,4
53605,0,0,0,0,0,Rúben Vezo,0,556,0,2014-2015,0,0
53606,0,0,0,0,0,Fede Vico,0,919,0,2014-2015,0,0
53607,0.41,0.17,4,0.41,0,Aleix Vidal,0.17,2179,6,2014-2015,4,10
53608,0.66,0.57,12,0.66,0,Luciano Vietto,0.57,1908,2,2014-2015,12,14
53609,0,0,0,0,0,Carlos Vigaray,0,966,0,2014-2015,0,0
53610,0.09,0.09,1,0.09,0,Borja Viguera,0.09,969,0,2014-2015,1,1
53611,0,0,0,0,0,Dídac Vilà,0,1113,0,2014-2015,0,0
53612,0.43,0.26,6,0.43,0,Vitolo,0.26,2075,4,2014-2015,6,10
53613,0,0,0,0,0,Loukas Vyntra,0,2367,0,2014-2015,0,0
53614,0,0,0,0,0,Cezary Wilk,0,610,0,2014-2015,0,0
53615,0.14,0.07,1,0.14,0,Iñaki Williams,0.07,1313,1,2014-2015,1,2
53616,0.55,0.1,2,0.55,0,Xavi,0.1,1785,9,2014-2015,2,11
53617,0.37,0.37,1,0.37,0,Xisco,0.37,241,0,2014-2015,1,1
53618,0.09,0,0,0.09,0,Jordi Xumetra,0,968,1,2014-2015,0,1
53619,0.44,0.35,4,0.44,0,Karim Yoda,0.35,1033,1,2014-2015,4,5
53620,0,0,0,0,0,Yoel,0,109,0,2014-2015,0,0
53621,0,0,0,0,0,Héctor Yuste,0,316,0,2014-2015,0,0
53622,0.09,0,0,0.09,0,Joseba Zaldúa,0,1921,2,2014-2015,0,2
53623,0.39,0.13,1,0.39,0,Nabil El Zhar,0.13,686,2,2014-2015,1,3
53624,0.17,0.12,2,0.17,0,Jonathan Zongo,0.12,1565,1,2014-2015,2,3
53625,0,0,0,0,0,Eñaut Zubikarai,0,1440,0,2014-2015,0,0
53626,0,0,0,0,0,Bruno Zuculini,0,384,0,2014-2015,0,0
53627,0,0,0,0,0,Bruno Zuculini,0,45,0,2014-2015,0,0
53628,0.18,0.18,2,0.18,0,David Zurutuza,0.18,982,0,2014-2015,2,2
53629,0,0,0,0,0,Martin Ødegaard,0,34,0,2014-2015,0,0
53630,0,0,0,0,0,Aymen Abdennour,0,1851,0,2015-2016,0,0
53631,0,0,0,0,0,Antonio Adán,0,3210,0,2015-2016,0,0
53632,0.21,0,0,0.21,0,Adriano,0,433,1,2015-2016,0,1
53633,0.75,0.65,20,0.84,3,Aritz Aduriz,0.55,2775,6,2015-2016,17,23
53634,1,1,13,1,0,Imanol Agirretxe,1,1166,0,2015-2016,13,13
53635,0.17,0,0,0.17,0,Rachid Aït-Atmane,0,1058,2,2015-2016,0,2
53636,0,0,0,0,0,Ager Aketxe,0,186,0,2015-2016,0,0
53637,0.21,0,0,0.21,0,Jordi Alba,0,2588,6,2015-2016,0,6
53638,0.07,0.07,2,0.07,0,Raúl Albentosa,0.07,2557,0,2015-2016,2,2
53639,0.56,0.26,6,0.56,0,Luis Alberto,0.26,2094,7,2015-2016,6,13
53640,0.63,0.48,13,0.71,2,Paco Alcácer,0.41,2422,6,2015-2016,11,17
53641,0.17,0.17,1,0.17,0,Antolín Alcaraz,0.17,540,0,2015-2016,1,1
53642,0,0,0,0,0,Nauzet Alemán,0,254,0,2015-2016,0,0
53643,0,0,0,0,0,Diego Alende,0,41,0,2015-2016,0,0
53644,0.07,0.07,1,0.07,0,Alexis,0.07,1350,0,2015-2016,1,1
53645,0.16,0.08,2,0.16,0,Sergio Álvarez,0.08,2190,2,2015-2016,2,4
53646,0,0,0,0,0,Sergio Álvarez,0,2727,0,2015-2016,0,0
53647,0.14,0.05,1,0.14,0,Víctor Álvarez,0.05,1950,2,2015-2016,1,3
53648,0.17,0,0,0.17,0,Dani Alves,0,2143,4,2015-2016,0,4
53649,0,0,0,0,0,Diego Alves,0,1170,0,2015-2016,0,0
53650,0.09,0.09,1,0.09,0,Antonio Amaya,0.09,1040,0,2015-2016,1,1
53651,0,0,0,0,0,Nordin Amrabat,0,996,0,2015-2016,0,0
53652,0,0,0,0,0,Marco Andreolli,0,551,0,2015-2016,0,0
53653,0,0,0,0,0,José Ángel Crespo,0,712,0,2015-2016,0,0
53654,0.25,0.17,2,0.25,0,Miguel Ángel Guerrero,0.17,1088,1,2015-2016,2,3
53655,0,0,0,0,0,Miguel Ángel,0,201,0,2015-2016,0,0
53656,0.08,0,0,0.08,0,Marcos Angeleri,0,1110,1,2015-2016,0,1
53657,0,0,0,0,0,Ion Ansotegi,0,544,0,2015-2016,0,0
53658,0.15,0.08,1,0.15,0,José Antonio Reyes,0.08,1181,1,2015-2016,1,2
53659,0.39,0.57,16,0.64,7,Youssef El-Arabi,0.32,2518,2,2015-2016,9,11
53660,0.39,0.25,5,0.39,0,Sergio Araujo,0.25,1828,3,2015-2016,5,8
53661,0,0,0,0,0,Álvaro Arbeloa,0,267,0,2015-2016,0,0
53662,0,0,0,0,0,Anaitz Arbilla,0,630,0,2015-2016,0,0
53663,0,0,0,0,0,Alphonse Areola,0,2880,0,2015-2016,0,0
53664,0,0,0,0,0,Giedrius Arlauskis,0,225,0,2015-2016,0,0
53665,0.07,0.07,2,0.07,0,Alejandro Arribas,0.07,2734,0,2015-2016,2,2
53666,1.32,1.32,1,1.32,0,Mikel Arruabarrena,1.32,68,0,2015-2016,1,1
53667,0.03,0,0,0.03,0,Aythami Artiles,0,2641,1,2015-2016,0,1
53668,0,0,0,0,0,Sergio Asenjo,0,360,0,2015-2016,0,0
53669,0.45,0.13,4,0.45,0,Marco Asensio,0.13,2822,10,2015-2016,4,14
53670,0.58,0.48,14,0.61,1,Iago Aspas,0.44,2644,4,2015-2016,13,17
53671,0.45,0.45,2,0.45,0,Christian Atsu,0.45,401,0,2015-2016,2,2
53672,0.12,0.12,3,0.12,0,Jean-Sylvain Babin,0.12,2234,0,2015-2016,3,3
53673,0.1,0.05,1,0.1,0,Raúl Baena,0.05,1834,1,2015-2016,1,2
53674,0,0,0,0,0,Eric Bailly,0,2014,0,2015-2016,0,0
53675,0.72,0.58,12,0.72,0,Cédric Bakambu,0.58,1864,3,2015-2016,12,15
53676,0.63,0.16,1,0.63,0,Zakaria Bakkali,0.16,574,3,2015-2016,1,4
53677,1.51,0.99,19,1.51,0,Gareth Bale,0.99,1730,10,2015-2016,19,29
53678,0.09,0,0,0.09,0,Mikel Balenziaga,0,2904,3,2015-2016,0,3
53679,0.32,0.26,5,0.37,1,Éver Banega,0.21,1713,2,2015-2016,4,6
53680,0.11,0,0,0.11,0,Lass Bangoura,0,814,1,2015-2016,0,1
53681,0.28,0.21,3,0.28,0,Léo Baptistão,0.21,1268,1,2015-2016,3,4
53682,0,0,0,0,0,Danilo Barbosa,0,1360,0,2015-2016,0,0
53683,0,0,0,0,0,Mariano Barbosa,0,180,0,2015-2016,0,0
53684,0,0,0,0,0,Antonio Barragán,0,1660,0,2015-2016,0,0
53685,0,0,0,0,0,David Barral,0,378,0,2015-2016,0,0
53686,0,0,0,0,0,Iñigo Barrenetxea,0,7,0,2015-2016,0,0
53687,0,0,0,0,0,Álex Barrera,0,67,0,2015-2016,0,0
53688,0.53,0.35,2,0.53,0,Marc Bartra,0.35,511,1,2015-2016,2,3
53689,0.63,0.63,18,0.74,3,Borja Bastón,0.53,2564,3,2015-2016,15,18
53690,0.75,0.75,1,0.75,0,Jon Bautista,0.75,120,0,2015-2016,1,1
53691,0.18,0.18,1,0.18,0,Claudio Beauvue,0.18,509,0,2015-2016,1,1
53692,0.37,0.12,3,0.37,0,Bebé,0.12,2218,6,2015-2016,3,9
53693,1.42,1.1,24,1.42,0,Karim Benzema,1.1,1970,7,2015-2016,24,31
53694,0.2,0,0,0.2,0,Yuri Berchiche,0,1841,4,2015-2016,0,4
53695,0.15,0.1,2,0.15,0,Álex Bergantiños,0.1,1747,1,2015-2016,2,3
53696,0.07,0.07,1,0.07,0,Markel Bergara,0.07,1348,0,2015-2016,1,1
53697,0.32,0.26,4,0.52,3,Saúl Berjón,0.06,1398,4,2015-2016,1,5
53698,0,0,0,0,0,Beto,0,360,0,2015-2016,0,0
53699,0,0,0,0,0,Thievy Bifouma,0,190,0,2015-2016,0,0
53700,0.11,0.11,3,0.11,0,Pedro Bigas,0.11,2352,0,2015-2016,3,3
53701,0.03,0,0,0.03,0,Cristiano Biraghi,0,2816,1,2015-2016,0,1
53702,0,0,0,0,0,Rubén Blanco,0,687,0,2015-2016,0,0
53703,0,0,0,0,0,Arthur Boka,0,1044,0,2015-2016,0,0
53704,0,0,0,0,0,Daniele Bonera,0,1048,0,2015-2016,0,0
53705,0.23,0.15,2,0.23,0,Theo Bongonda,0.15,1194,1,2015-2016,2,3
53706,0.24,0.14,3,0.24,0,Celso Borges,0.14,1910,2,2015-2016,3,5
53707,0,0,0,0,0,Eneko Bóveda,0,1473,0,2015-2016,0,0
53708,0,0,0,0,0,Claudio Bravo,0,2877,0,2015-2016,0,0
53709,0.18,0.12,2,0.18,0,Bruma,0.12,1468,1,2015-2016,2,3
53710,0.12,0.12,1,0.12,0,Emi Buendía,0.12,754,0,2015-2016,1,1
53711,0.36,0.09,1,0.36,0,Burgui,0.09,991,3,2015-2016,1,4
53712,0.12,0,0,0.12,0,Sergio Busquets,0,2894,4,2015-2016,0,4
53713,0,0,0,0,0,Gustavo Cabral,0,2675,0,2015-2016,0,0
53714,0.34,0.34,8,0.34,0,Felipe Caicedo,0.34,2135,0,2015-2016,8,8
53715,0.09,0.05,1,0.09,0,Cala,0.05,1911,1,2015-2016,1,2
53716,0.13,0.09,2,0.13,0,Ignacio Camacho,0.09,2005,1,2015-2016,2,3
53717,0.21,0.08,2,0.21,0,Víctor Camarasa,0.08,2121,3,2015-2016,2,5
53718,0,0,0,0,0,Sergio Canales,0,895,0,2015-2016,0,0
53719,0,0,0,0,0,José Cañas,0,693,0,2015-2016,0,0
53720,0.21,0.04,1,0.21,0,João Cancelo,0.04,2117,4,2015-2016,1,5
53721,0,0,0,0,0,Roberto Canella,0,703,0,2015-2016,0,0
53722,0,0,0,0,0,Cani,0,882,0,2015-2016,0,0
53723,0.2,0.06,2,0.2,0,Ander Capa,0.06,3120,5,2015-2016,2,7
53724,0,0,0,0,0,Eneko Capilla,0,9,0,2015-2016,0,0
53725,1.84,0,0,1.84,0,Rui Miguel Rodrigues Cardoso,0,49,1,2015-2016,0,1
53726,0,0,0,0,0,Juan Carlos Valerón,0,389,0,2015-2016,0,0
53727,0,0,0,0,0,Juan Carlos,0,1804,0,2015-2016,0,0
53728,0.37,0.15,2,0.37,0,Carlos Carmona,0.15,1208,3,2015-2016,2,5
53729,0,0,0,0,0,David Carmona,0,90,0,2015-2016,0,0
53730,0.3,0.24,4,0.3,0,Yannick Carrasco,0.24,1494,1,2015-2016,4,5
53731,0.17,0.09,1,0.17,0,Daniel Carriço,0.09,1052,1,2015-2016,1,2
53732,0.4,0.2,3,0.4,0,Federico Cartabia,0.2,1349,3,2015-2016,3,6
53733,0.22,0,0,0.22,0,Dani Carvajal,0,1632,4,2015-2016,0,4
53734,0.37,0.28,3,0.37,0,Víctor Casadesús,0.28,961,1,2015-2016,3,4
53735,0.23,0.06,1,0.23,0,Casemiro,0.06,1534,3,2015-2016,1,4
53736,0.05,0.05,1,0.05,0,Nacho Cases,0.05,1967,0,2015-2016,1,1
53737,0,0,0,0,0,Kiko Casilla,0,360,0,2015-2016,0,0
53738,0,0,0,0,0,Dani Castellano,0,2243,0,2015-2016,0,0
53739,0,0,0,0,0,Javi Castellano,0,90,0,2015-2016,0,0
53740,0.11,0.05,1,0.11,0,Samu Castillejo,0.05,1695,1,2015-2016,1,2
53741,0.62,0.62,7,0.62,0,Carlos Castro,0.62,1021,0,2015-2016,7,7
53742,0.36,0.07,1,0.36,0,Chory Castro,0.07,1237,4,2015-2016,1,5
53743,2.2,0,0,2.2,0,Chory Castro,0,164,4,2015-2016,0,4
53744,0.15,0.03,1,0.15,0,Jonny Castro,0.03,2955,4,2015-2016,1,5
53745,0.53,0.51,19,0.61,3,Rubén Castro,0.43,3370,4,2015-2016,16,20
53746,0.11,0.11,2,0.11,0,Zé Castro,0.11,1712,0,2015-2016,2,2
53747,0.08,0,0,0.08,0,Dani Ceballos,0,2127,2,2015-2016,0,2
53748,0.14,0.05,1,0.14,0,Álvaro Cejudo,0.05,1868,2,2015-2016,1,3
53749,0.42,0.36,12,0.45,1,Charles,0.33,3000,3,2015-2016,11,14
53750,0,0,0,0,0,Chechu,0,474,0,2015-2016,0,0
53751,0,0,0,0,0,Pape Cheikh Diop,0,71,0,2015-2016,0,0
53752,0,0,0,0,0,Zhang Chengdong,0,10,0,2015-2016,0,0
53753,0.76,0.57,3,0.76,0,Denis Cheryshev,0.57,475,1,2015-2016,3,4
53754,0,0,0,0,0,Denis Cheryshev,0,36,0,2015-2016,0,0
53755,0,0,0,0,0,Michaël Ciani,0,135,0,2015-2016,0,0
53756,0.1,0.05,1,0.1,0,Coke,0.05,1735,1,2015-2016,1,2
53757,0.4,0.31,7,0.44,1,Duje Čop,0.27,2030,3,2015-2016,6,9
53758,0,0,0,0,0,Imanol Corral,0,2,0,2015-2016,0,0
53759,0.84,0.47,5,0.84,0,Ángel Correa,0.47,967,4,2015-2016,5,9
53760,0,0,0,0,0,Rober Correa,0,468,0,2015-2016,0,0
53761,0.06,0.06,1,0.06,0,Jaume Costa,0.06,1540,0,2015-2016,1,1
53762,0.07,0.07,1,0.07,0,Ricardo Costa,0.07,1249,0,2015-2016,1,1
53763,0,0,0,0,0,Antonio Cotán,0,90,0,2015-2016,0,0
53764,0.06,0,0,0.06,0,Sebastián Cristóforo,0,1440,1,2015-2016,0,1
53765,0,0,0,0,0,Iván Cuéllar,0,2880,0,2015-2016,0,0
53766,0.57,0.23,2,0.57,0,Isaac Cuenca,0.23,789,3,2015-2016,2,5
53767,0.18,0,0,0.18,0,Mauricio Cuero,0,488,1,2015-2016,0,1
